Ticker,Full_Ticker,Name,Sector,Industry_GICS,Index_Membership,Market_Cap,Net_Debt,Minority_Interest,EV,EBITDA,Net_Income,Equity,Avg_EBITDA_Margin_Forecast_10y,EBITDA_Forecast_CAGR_10y,Avg_Net_Income_Margin_Forecast_10y,Net_Income_Forecast_CAGR_10y,ROE,Beta_5y,Net_Debt_perc_EV,EV_TTM_EBITDA,Market_Cap_TTM_Net_Income,Market_Cap_BV_Equity
OFED,NASDAQCM:OFED,Oconee Federal Financial Corp.,Financials,Thrifts & Mortgage Finance,Russell 2000, 148 ,-30 , -   , 119 , -   , 4 , 89 ,8%,0%,23%,NM,5%, 0.66 ,-25%,, 35.3 , 1.7 
IDN,NASDAQGM:IDN,"Intellicheck, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Russell 2000, 179 ,-12 , -   , 167 ,-0 ,-1 , 21 ,35%,NM,31%,NM,-4%, 2.16 ,-7%,,  , 8.6 
EARN,NYSE:EARN,Ellington Residential Mortgage REIT,Financials,Mortgage Real Estate Investment Trusts (REITs),Russell 2000, 153 , 987 , -   ," 1,139 ", -   , 22 , 162 ,5%,NM,73%,-5%,14%, 1.93 ,87%,, 6.8 , 0.9 
SPKE,NASDAQGS:SPKE,"Spark Energy, Inc.",Utilities,Electric Utilities,"Russell 2000, Russell 3000", 136 , 19 , 26 , 181 , 90 , 25 , 177 ,12%,7%,0%,23%,28%, 0.65 ,10%,2.0, 5.6 , 0.8 
NC,NYSE:NC,"NACCO Industries, Inc.",Energy,"Oil, Gas & Consumable Fuels","Russell 2000, Russell 3000", 185 ,-62 , -   , 124 ,-18 , 27 , 306 ,3%,NM,17%,-5%,9%, 0.89 ,-50%,, 7.0 , 0.6 
SALT,NYSE:SALT,Scorpio Bulkers Inc.,Industrials,Marine,"Russell 2000, Russell 3000", 180 , 620 , -   , 800 , 21 ,-191 , 754 ,104%,-14%,-7%,NM,-23%, 1.62 ,77%,38.7,  , 0.2 
FGBI,NASDAQGM:FGBI,"First Guaranty Bancshares, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 176 ,-73 , -   , 103 , -   , 18 , 185 ,10%,12%,18%,3%,11%, 0.51 ,-71%,, 9.7 , 1.0 
PANL,NASDAQCM:PANL,"Pangaea Logistics Solutions, Ltd.",Industrials,Marine,Russell 2000, 126 , 111 , 51 , 288 , 40 ,-1 , 227 ,12%,1%,15%,19%,0%, 0.70 ,39%,7.2,  , 0.6 
CBNK,NASDAQGS:CBNK,"Capital Bancorp, Inc.",Financials,Banks,Russell 2000, 180 ,-162 , -   , 19 , -   , 21 , 149 ,10%,32%,13%,2%,15%, 0.32 ,-867%,, 8.5 , 1.2 
AUBN,NASDAQGM:AUBN,"Auburn National Bancorporation, Inc.",Financials,Banks,Russell 2000, 152 ,-101 , -   , 52 , -   , 8 , 106 ,4%,1%,32%,NM,8%, 0.67 ,-194%,, 18.9 , 1.4 
FCCY,NASDAQGM:FCCY,1st Constitution Bancorp,Financials,Banks,"Russell 2000, Russell 3000", 177 , 122 , -   , 299 , -   , 15 , 182 ,8%,14%,21%,1%,10%, 0.71 ,41%,, 11.6 , 1.0 
AGTC,NASDAQGM:AGTC,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,Russell 2000, 117 ,-52 , -   , 65 ,-49 ,-50 , 56 ,-1%,NM,-2731%,NM,-80%, 2.30 ,-80%,,  , 2.1 
SCOR,NASDAQGS:SCOR,"comScore, Inc.",Communication Services,Media,"Nasdaq Composite, Russell 2000, Russell 3000", 167 , 235 , -   , 402 , 12 ,-56 , 234 ,11%,NM,-2%,NM,-22%, 1.09 ,59%,33.5,  , 0.7 
BPRN,NASDAQGS:BPRN,The Bank of Princeton,Financials,Banks,"Russell 2000, Russell 3000", 160 ,-37 , -   , 123 , -   , 13 , 205 ,7%,11%,25%,2%,7%, 0.65 ,-30%,, 12.2 , 0.8 
XCUR,NASDAQCM:XCUR,"Exicure, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000", 169 ,-69 , -   , 100 ,-22 ,-22 , 73 ,0%,NM,-90%,NM,-32%, 1.41 ,-69%,,  , 2.3 
ESSA,NASDAQGS:ESSA,"ESSA Bancorp, Inc.",Financials,Thrifts & Mortgage Finance,"Russell 2000, Russell 3000", 149 ,-18 , -   , 131 , -   , 14 , 191 ,4%,5%,24%,0%,8%, 0.51 ,-14%,, 10.4 , 0.8 
NERV,NASDAQGM:NERV,"Minerva Neurosciences, Inc.",Healthcare,Biotechnology,"Russell 2000, Russell 3000", 111 ,-32 , -   , 79 ,-4 ,-21 , 58 ,5%,NM,-65%,NM,-36%, 1.53 ,-41%,,  , 1.9 
FSFG,NASDAQCM:FSFG,"First Savings Financial Group, Inc.",Financials,Banks,Russell 2000, 143 , 474 , 0 , 617 , -   , 33 , 158 ,2%,-5%,48%,NM,24%, 0.87 ,77%,, 4.3 , 0.9 
CNTY,NASDAQCM:CNTY,"Century Casinos, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure","Russell 2000, Russell 3000", 183 , 436 , 8 , 628 , 46 ,-75 , 113 ,21%,14%,2%,NM,-53%, 2.87 ,70%,13.6,  , 1.6 
LXRX,NASDAQGS:LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,"Russell 2000, Russell 3000", 515 ,-90 , -   , 425 ,-211 ,-104 , 88 ,-284%,-41%,-163%,-48%,-83%, 1.81 ,-21%,,  , 5.9 
EML,NASDAQGM:EML,The Eastern Company,Industrials,Machinery,"Russell 2000, Russell 3000", 152 , 87 , -   , 239 , 27 , 9 , 106 ,10%,2%,5%,2%,9%, 1.08 ,36%,9.0, 17.0 , 1.4 
WLFC,NASDAQGM:WLFC,Willis Lease Finance Corporation,Industrials,Trading Companies & Distributors,"Russell 2000, Russell 3000", 192 ," 1,375 ", -   ," 1,567 ", 209 , 18 , 414 ,64%,4%,16%,4%,4%, 1.21 ,88%,7.5, 10.9 , 0.5 
FRBK,NASDAQGM:FRBK,"Republic First Bancorp, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 164 ,-188 , -   ,-24 , -   ,-2 , 303 ,13%,11%,2%,NM,-1%, 1.35 ,790%,,  , 0.5 
SLCT,NASDAQGM:SLCT,"Select Bancorp, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 165 ,-216 , -   ,-51 , -   , 7 , 213 ,7%,6%,14%,-2%,3%, 0.83 ,424%,, 22.7 , 0.8 
EXTN,NYSE:EXTN,Exterran Corporation,Energy,Energy Equipment & Services,"Russell 2000, Russell 3000, S&P Smallcap 600", 139 , 525 , -   , 664 , 165 ,-148 , 326 ,21%,-1%,-6%,NM,-28%, 1.01 ,79%,4.0,  , 0.4 
PFSW,NASDAQCM:PFSW,"PFSweb, Inc.",Information Technology,IT Services,Russell 2000, 141 , 70 , -   , 211 , 10 ,-2 , 51 ,7%,9%,3%,NM,-5%, 1.78 ,33%,20.5,  , 2.8 
CVLY,NASDAQGM:CVLY,"Codorus Valley Bancorp, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 166 ,-183 , -   ,-17 , -   , 8 , 194 ,4%,0%,25%,NM,4%, 0.70 ,1102%,, 20.3 , 0.9 
SLNO,NASDAQCM:SLNO,"Soleno Therapeutics, Inc.",Healthcare,Biotechnology,Russell 2000, 154 ,-56 , -   , 99 ,-29 ,-36 , 48 ,10%,NM,121%,NM,-116%, 0.72 ,-57%,,  , 3.2 
EBMT,NASDAQGM:EBMT,"Eagle Bancorp Montana, Inc.",Financials,Banks,Russell 2000, 147 , 10 , -   , 157 , -   , 18 , 147 ,7%,0%,39%,7%,14%, 0.72 ,6%,, 8.0 , 1.0 
CHS,NYSE:CHS,"Chico's FAS, Inc.",Consumer Discretionary,Specialty Retail,"Russell 2000, Russell 3000, S&P Smallcap 600", 179 , 721 , -   , 900 ,-128 ,-285 , 243 ,2%,1%,-2%,NM,-73%, 1.58 ,80%,,  , 0.7 
ARL,NYSE:ARL,"American Realty Investors, Inc.",Real Estate,Real Estate Management & Development,Russell 2000, 196 , 419 , 59 , 674 , 0 , 9 , 307 ,16%,NM,-10%,NM,4%, 1.13 ,62%,2277.7, 21.4 , 0.6 
SHBI,NASDAQGS:SHBI,"Shore Bancshares, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 171 ,-126 , -   , 45 , -   , 16 , 199 ,4%,0%,23%,NM,8%, 0.90 ,-283%,, 10.8 , 0.9 
BCML,NASDAQGS:BCML,BayCom Corp,Financials,Banks,"Russell 2000, Russell 3000", 174 ,-234 , -   ,-60 , -   , 14 , 255 ,5%,3%,26%,2%,6%, 1.00 ,389%,, 12.6 , 0.7 
BOCH,NASDAQGM:BOCH,Bank of Commerce Holdings,Financials,Banks,"Russell 2000, Russell 3000", 165 ,-95 , -   , 70 , -   , 13 , 173 ,4%,3%,24%,NM,8%, 0.74 ,-134%,, 12.3 , 1.0 
FONR,NASDAQCM:FONR,FONAR Corporation,Healthcare,Healthcare Equipment & Supplies,Russell 2000, 114 ,-4 ,-1 , 110 , 16 , 7 , 128 ,24%,1%,11%,2%,6%, 1.07 ,-3%,6.8, 15.3 , 0.9 
TCFC,NASDAQCM:TCFC,The Community Financial Corporation,Financials,Banks,"Russell 2000, Russell 3000", 154 ,-130 , -   , 24 , -   , 14 , 193 ,7%,7%,24%,1%,8%, 0.96 ,-548%,, 10.9 , 0.8 
ZEUS,NASDAQGS:ZEUS,"Olympic Steel, Inc.",Materials,Metals & Mining,"Russell 2000, Russell 3000, S&P Smallcap 600", 146 , 200 , -   , 346 , 10 ,-8 , 299 ,5%,16%,2%,27%,-3%, 1.78 ,58%,35.4,  , 0.5 
PIRS,NASDAQCM:PIRS,"Pieris Pharmaceuticals, Inc.",Healthcare,Biotechnology,"Russell 2000, Russell 3000", 157 ,-66 , -   , 90 ,-21 ,-24 , 44 ,-6%,NM,-172%,NM,-82%, 1.46 ,-73%,,  , 3.6 
SREV,NASDAQGS:SREV,"ServiceSource International, Inc.",Information Technology,IT Services,Russell 2000, 148 , 16 , -   , 163 ,-10 ,-19 , 75 ,29%,NM,43%,NM,-23%, 1.99 ,10%,,  , 2.0 
BELF.B,NASDAQGS:BELF.B,Bel Fuse Inc.,Information Technology,"Electronic Equipment, Instruments & Components","Russell 2000, Russell 3000, S&P Smallcap 600", 202 , 60 , -   , 262 , 28 , 3 , 179 ,6%,1%,2%,NM,2%, 2.03 ,23%,9.3, 69.7 , 1.1 
HROW,NASDAQGM:HROW,"Harrow Health, Inc.",Healthcare,Pharmaceuticals,Russell 2000, 134 ,-9 ,-0 , 124 , 1 ,-2 , 25 ,26%,36%,16%,61%,-8%, 1.04 ,-7%,103.8,  , 5.4 
QUAD,NYSE:QUAD,"Quad/Graphics, Inc.",Industrials,Commercial Services & Supplies,"Russell 2000, Russell 3000", 184 ," 1,040 ", 1 ," 1,224 ", 278 ,-27 , 165 ,12%,3%,2%,NM,-7%, 2.07 ,85%,4.4,  , 1.1 
MBCN,NASDAQCM:MBCN,Middlefield Banc Corp.,Financials,Banks,Russell 2000, 137 ,-36 , -   , 101 , -   , 9 , 142 ,6%,7%,24%,-1%,6%, 0.81 ,-35%,, 15.2 , 1.0 
BTU,NYSE:BTU,Peabody Energy Corporation,Energy,"Oil, Gas & Consumable Fuels","Russell 2000, Russell 3000", 187 , 847 , 50 ," 1,084 ", 353 ,"-2,031 "," 1,101 ",12%,-8%,-12%,NM,-102%, 1.49 ,78%,3.1,  , 0.2 
SBBP,NASDAQGS:SBBP,Strongbridge Biopharma plc,Healthcare,Pharmaceuticals,Russell 2000, 175 ,-73 , -   , 102 ,-40 ,-42 , 75 ,0%,NM,-29%,NM,-55%, 1.93 ,-72%,,  , 2.3 
HBIO,NASDAQGM:HBIO,"Harvard Bioscience, Inc.",Healthcare,Life Sciences Tools & Services,Russell 2000, 168 , 51 , -   , 219 , 8 ,-7 , 77 ,16%,8%,6%,NM,-9%, 1.69 ,23%,25.8,  , 2.2 
CBIO,NASDAQCM:CBIO,"Catalyst Biosciences, Inc.",Healthcare,Biotechnology,Russell 2000, 145 ,-101 , -   , 43 ,-52 ,-51 , 94 ,5%,NM,-457%,NM,-58%, 2.06 ,-235%,,  , 1.5 
IVAC,NASDAQGS:IVAC,"Intevac, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Russell 2000, 174 ,-35 , -   , 139 , 11 , 5 , 99 ,52%,27%,9%,29%,5%, 0.94 ,-25%,12.4, 33.8 , 1.8 
LEVL,NASDAQGS:LEVL,"Level One Bancorp, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 155 , 83 , -   , 238 , -   , 17 , 209 ,10%,20%,17%,0%,9%, 0.93 ,35%,, 9.2 , 0.7 
IPI,NYSE:IPI,"Intrepid Potash, Inc.",Materials,Chemicals,"Russell 2000, Russell 3000", 200 , 48 , -   , 248 , 26 ,-24 , 411 ,21%,-1%,1%,-8%,-6%, 2.12 ,19%,9.6,  , 0.5 
HWBK,NASDAQGS:HWBK,"Hawthorn Bancshares, Inc.",Financials,Banks,Russell 2000, 145 , 60 , -   , 206 , -   , 13 , 124 ,4%,2%,28%,NM,11%, 0.53 ,29%,, 11.0 , 1.2 
ASUR,NASDAQCM:ASUR,"Asure Software, Inc.",Information Technology,Software,"Russell 2000, Russell 3000", 135 , 18 , -   , 153 ,-6 , 31 , 130 ,11%,NM,4%,NM,-33%, 1.16 ,12%,, 4.4 , 1.0 
CLXT,NASDAQGM:CLXT,"Calyxt, Inc.",Healthcare,Biotechnology,"Russell 2000, Russell 3000", 167 ,-8 , -   , 159 ,-40 ,-44 , 35 ,-23%,NM,-93%,NM,-81%, 2.34 ,-5%,,  , 4.8 
EVBN,AMEX:EVBN,"Evans Bancorp, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 146 ,-15 , -   , 132 , -   , 9 , 163 ,5%,9%,20%,2%,6%, 1.17 ,-11%,, 16.3 , 0.9 
SNFC.A,NASDAQGM:SNFC.A,Security National Financial Corporation,Financials,Thrifts & Mortgage Finance,Russell 2000, 161 , 275 , -   , 436 , 98 , 53 , 256 ,12%,0%,4%,1%,24%, 0.86 ,63%,4.4, 3.0 , 0.6 
GDP,AMEX:GDP,Goodrich Petroleum Corporation,Energy,"Oil, Gas & Consumable Fuels","Russell 2000, Russell 3000", 128 , 109 , -   , 238 , 37 ,-37 , 52 ,66%,3%,14%,7%,-54%, 2.15 ,46%,6.4,  , 2.5 
SNCR,NASDAQGS:SNCR,"Synchronoss Technologies, Inc.",Information Technology,Software,"Russell 2000, Russell 3000", 182 , 22 , 13 , 216 ,-7 ,-16 , 294 ,11%,NM,1%,NM,-76%, 1.09 ,10%,,  , 0.6 
CIZN,NASDAQGM:CIZN,Citizens Holding Company,Financials,Banks,Russell 2000, 116 , 138 , -   , 254 , -   , 7 , 117 ,3%,0%,17%,NM,6%, 0.04 ,54%,, 17.4 , 1.0 
BWFG,NASDAQGM:BWFG,"Bankwell Financial Group, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 143 ,-112 , -   , 31 , -   , 9 , 174 ,6%,6%,22%,-2%,5%, 0.77 ,-363%,, 15.8 , 0.8 
AYTU,NASDAQCM:AYTU,"Aytu BioScience, Inc.",Healthcare,Pharmaceuticals,Russell 2000, 110 ,-37 , -   , 74 ,-12 ,-13 , 91 ,80%,NM,-11%,NM,-28%, 0.20 ,-50%,,  , 1.2 
MNSB,NASDAQCM:MNSB,"MainStreet Bancshares, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 124 ,-106 , -   , 17 , -   , 12 , 173 ,6%,5%,26%,-2%,8%, 0.47 ,-607%,, 10.7 , 0.7 
GNPX,NASDAQCM:GNPX,"Genprex, Inc.",Healthcare,Biotechnology,Russell 2000, 177 ,-21 , -   , 156 ,-15 ,-15 , 23 ,7%,NM,-44%,NM,-114%,-0.80 ,-13%,,  , 7.7 
CDTX,NASDAQGM:CDTX,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,Russell 2000, 93 ,-36 , -   , 57 ,-64 ,-65 , 30 ,-89%,NM,-199%,NM,-171%, 1.66 ,-64%,,  , 3.2 
ICBK,NASDAQGM:ICBK,"County Bancorp, Inc.",Financials,Banks,Russell 2000, 144 , 200 , -   , 344 , -   , 4 , 170 ,8%,-1%,16%,NM,2%, 0.96 ,58%,, 33.8 , 0.8 
WMC,NYSE:WMC,Western Asset Mortgage Capital Corporation,Financials,Mortgage Real Estate Investment Trusts (REITs),"Russell 2000, Russell 3000", 203 ," 3,129 ", 0 ," 3,332 ", -   ,-327 , 248 ,5%,NM,100%,-15%,-80%, 2.10 ,94%,,  , 0.8 
PVAC,NASDAQGS:PVAC,Penn Virginia Corporation,Energy,"Oil, Gas & Consumable Fuels","Russell 2000, Russell 3000, S&P Smallcap 600", 161 , 507 , -   , 668 , 301 ,-172 , 348 ,68%,4%,25%,9%,-40%, 3.64 ,76%,2.2,  , 0.5 
SBFG,NASDAQCM:SBFG,"SB Financial Group, Inc.",Financials,Banks,Russell 2000, 140 ,-65 , -   , 75 , -   , 13 , 141 ,7%,-3%,29%,NM,10%, 1.22 ,-86%,, 10.8 , 1.0 
CMCT,NASDAQGM:CMCT,CIM Commercial Trust Corporation,Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 2000, Russell 3000", 183 , 294 , 0 , 478 , 20 ,-12 , 329 ,38%,-3%,-51%,NM,-71%, 0.82 ,62%,24.2,  , 0.6 
ESXB,NASDAQCM:ESXB,Community Bankers Trust Corporation,Financials,Banks,"Russell 2000, Russell 3000", 154 , 4 , -   , 159 , -   , 14 , 166 ,4%,2%,24%,NM,9%, 1.24 ,3%,, 10.9 , 0.9 
CBAN,NASDAQGM:CBAN,"Colony Bankcorp, Inc.",Financials,Banks,Russell 2000, 136 , 47 , -   , 182 , -   , 10 , 140 ,9%,12%,17%,5%,7%, 0.63 ,26%,, 14.0 , 1.0 
RESN,NASDAQCM:RESN,Resonant Inc.,Information Technology,Communications Equipment,Russell 2000, 132 ,-18 , -   , 114 ,-28 ,-29 , 19 ,-66%,NM,-73%,NM,-165%, 2.86 ,-16%,,  , 6.8 
ESQ,NASDAQCM:ESQ,"Esquire Financial Holdings, Inc.",Financials,Banks,"Russell 2000, Russell 3000", 144 ,-107 , -   , 37 , -   , 13 , 122 ,8%,29%,63%,13%,11%, 1.24 ,-287%,, 11.4 , 1.2 
TYME,NASDAQCM:TYME,"Tyme Technologies, Inc.",Healthcare,Biotechnology,"Russell 2000, Russell 3000", 151 ,-19 , -   , 132 ,-28 ,-28 , 15 ,5%,NM,-30%,NM,-260%, 0.89 ,-15%,,  , 10.4 
MESA,NASDAQGS:MESA,"Mesa Air Group, Inc.",Industrials,Airlines,"Russell 2000, Russell 3000", 220 , 739 , -   , 959 , 162 , 27 , 458 ,33%,7%,6%,8%,6%, 3.14 ,77%,5.9, 8.0 , 0.5 
CFFI,NASDAQGS:CFFI,C&F Financial Corporation,Financials,Banks,"Russell 2000, Russell 3000", 132 , 126 , 1 , 259 , -   , 18 , 189 ,4%,2%,18%,NM,11%, 0.58 ,49%,, 7.1 , 0.7 
GSM,NASDAQCM:GSM,Ferroglobe PLC,Materials,Metals & Mining,Nasdaq Composite, 267 , 400 , -   , 667 ,-32 ,-180 , 483 ,9%,NM,-2%,NM,-31%, 2.87 ,60%,,  , 0.6 
PNRG,NASDAQCM:PNRG,PrimeEnergy Resources Corporation,Energy,"Oil, Gas & Consumable Fuels",Russell 2000, 99 , 38 , 3 , 140 , 13 ,-2 , 103 ,41%,1%,5%,4%,-2%, 1.03 ,27%,10.5,  , 1.0 
FNWB,NASDAQGM:FNWB,First Northwest Bancorp,Financials,Banks,"Russell 2000, Russell 3000", 147 , 61 , -   , 208 , -   , 9 , 181 ,4%,2%,20%,NM,5%, 0.97 ,29%,, 16.8 , 0.8 
CSBR,NASDAQCM:CSBR,"Champions Oncology, Inc.",Healthcare,Life Sciences Tools & Services,Russell 2000, 147 ,-2 , -   , 145 ,-0 ,-2 , 7 ,10%,NM,10%,NM,-35%, 1.29 ,-1%,,  , 21.4 
ELA,AMEX:ELA,Envela Corporation,Consumer Discretionary,Specialty Retail,Russell 2000, 126 , 10 , -   , 137 , 7 , 6 , 16 ,11%,17%,9%,19%,42%, 0.12 ,8%,19.7, 22.9 , 7.9 
MG,NYSE:MG,"Mistras Group, Inc.",Industrials,Professional Services,"Russell 2000, Russell 3000", 229 , 276 , 0 , 505 , 35 ,-99 , 186 ,14%,14%,8%,38%,-43%, 1.83 ,55%,14.5,  , 1.2 
SIEB,NASDAQCM:SIEB,Siebert Financial Corp.,Financials,Capital Markets,"Russell 2000, Russell 3000", 136 ,-275 , -   ,-139 , -   , 2 , 36 ,2%,-4%,13%,NM,7%,-0.11 ,197%,, 64.9 , 3.7 
MYFW,NASDAQGS:MYFW,"First Western Financial, Inc.",Financials,Banks,Russell 2000, 154 ,-2 , -   , 151 , -   , 22 , 150 ,11%,20%,23%,11%,16%, 0.80 ,-1%,, 6.9 , 1.0 
OVLY,NASDAQCM:OVLY,Oak Valley Bancorp,Financials,Banks,"Russell 2000, Russell 3000", 145 ,-143 , -   , 2 , -   , 12 , 124 ,3%,3%,26%,NM,10%, 0.53 ,-7094%,, 11.8 , 1.2 
WPG,NYSE:WPG,Washington Prime Group Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),S&P Smallcap 600, 148 ," 3,160 ", 84 ," 3,393 ", 236 ,-91 , 731 ,71%,3%,-36%,NM,-20%, 2.03 ,93%,14.4,  , 0.2 
AGFS,NASDAQGS:AGFS,"AgroFresh Solutions, Inc.",Materials,Chemicals,"Nasdaq Composite, Russell 2000", 123 , 250 , 7 , 380 , 71 ,-71 , 420 ,38%,6%,3%,NM,-25%, 1.14 ,66%,5.3,  , 0.3 
FNCB,NASDAQCM:FNCB,"FNCB Bancorp, Inc.",Financials,Banks,Russell 2000, 147 ,-91 , -   , 55 , -   , 14 , 150 ,7%,2%,25%,NM,10%, 0.44 ,-165%,, 10.7 , 1.0 
AGS,NYSE:AGS,"PlayAGS, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure","Russell 2000, Russell 3000", 232 , 534 , -   , 766 , 71 ,-67 , 64 ,50%,4%,-17%,NM,-70%, 3.38 ,70%,10.8,  , 3.6 
BFIN,NASDAQGS:BFIN,BankFinancial Corporation,Financials,Banks,"Russell 2000, Russell 3000", 129 ,-453 , -   ,-324 , -   , 10 , 172 ,4%,3%,17%,NM,6%, 0.56 ,140%,, 12.8 , 0.8 
CALB,NASDAQGS:CALB,California BanCorp,Financials,Banks,Russell 2000, 136 ,-115 , -   , 21 , -   , 3 , 135 ,10%,24%,18%,8%,2%, 1.26 ,-547%,, 44.0 , 1.0 
CBFV,NASDAQGM:CBFV,"CB Financial Services, Inc.",Financials,Banks,Russell 2000, 109 ,-58 , -   , 51 , -   ,-9 , 133 ,8%,2%,16%,-4%,-6%, 0.83 ,-114%,,  , 0.8 
SGA,NASDAQGM:SGA,"Saga Communications, Inc.",Communication Services,Media,"Russell 2000, Russell 3000", 135 ,-32 , -   , 103 , 10 ,-0 , 188 ,21%,0%,11%,0%,0%, 0.76 ,-31%,10.3,  , 0.7 
IIN,NASDAQGM:IIN,IntriCon Corporation,Healthcare,Healthcare Equipment & Supplies,"Russell 2000, Russell 3000", 154 ,-26 , 0 , 127 , 3 ,-3 , 89 ,10%,14%,5%,NM,-3%, 1.23 ,-21%,48.3,  , 1.7 
LARK,NASDAQGM:LARK,"Landmark Bancorp, Inc.",Financials,Banks,Russell 2000, 111 , 27 , -   , 138 , -   , 17 , 122 ,6%,5%,22%,2%,15%, 0.47 ,20%,, 6.5 , 0.9 
MRBK,NASDAQGS:MRBK,Meridian Corporation,Financials,Banks,Russell 2000, 127 , 313 , -   , 440 , -   , 21 , 132 ,12%,21%,14%,3%,16%, 0.45 ,71%,, 6.2 , 1.0 
FCCO,NASDAQCM:FCCO,First Community Corporation,Financials,Banks,Russell 2000, 132 ,-58 , -   , 74 , -   , 9 , 133 ,5%,5%,18%,1%,7%, 0.78 ,-79%,, 14.1 , 1.0 
HCHC,NYSE:HCHC,"HC2 Holdings, Inc.",Industrials,Construction & Engineering,Russell 2000, 254 , 483 , 48 , 785 , 42 ,-118 , 436 ,2%,-16%,-4%,NM,-18%, 2.39 ,62%,18.7,  , 0.6 
CEIX,NYSE:CEIX,CONSOL Energy Inc.,Energy,"Oil, Gas & Consumable Fuels","Russell 2000, Russell 3000, S&P Smallcap 600", 178 , 716 , 127 ," 1,021 ", 165 ,-9 , 553 ,22%,-3%,-1%,NM,-2%, 2.87 ,70%,6.2,  , 0.3 
MFNC,NASDAQCM:MFNC,Mackinac Financial Corporation,Financials,Banks,"Russell 2000, Russell 3000", 136 ,-116 , -   , 20 , -   , 13 , 166 ,6%,3%,16%,-4%,8%, 0.92 ,-571%,, 10.4 , 0.8 
OCX,AMEX:OCX,OncoCyte Corporation,Healthcare,Biotechnology,Russell 2000, 171 ,-2 , -   , 169 ,-30 ,-32 , 35 ,-199%,NM,-245%,NM,-99%, 2.31 ,-1%,,  , 5.0 
ELOX,NASDAQGM:ELOX,"Eloxx Pharmaceuticals, Inc.",Healthcare,Pharmaceuticals,"Nasdaq Composite, Russell 2000, Russell 3000", 162 ,-17 , -   , 145 ,-35 ,-40 , 15 ,NM,NM,NM,NM,-133%, 2.40 ,-12%,,  , 10.8 
BNED,NYSE:BNED,"Barnes & Noble Education, Inc.",Consumer Discretionary,Specialty Retail,S&P Smallcap 600, 231 , 413 , -   , 644 ,-26 ,-81 , 380 ,4%,14%,0%,NM,-19%, 2.51 ,64%,,  , 0.6 
EOLS,NASDAQGM:EOLS,"Evolus, Inc.",Healthcare,Pharmaceuticals,"Russell 2000, Russell 3000", 137 , 9 , -   , 146 ,-63 ,-67 , 35 ,5%,NM,-21%,NM,-256%, 2.72 ,6%,,  , 3.9 
PLBC,NASDAQCM:PLBC,Plumas Bancorp,Financials,Banks,Russell 2000, 122 ,-1 , -   , 122 , -   , 14 , 96 ,3%,1%,34%,NM,16%, 0.67 ,-1%,, 8.7 , 1.3 
GRTS,NASDAQGS:GRTS,"Gritstone Oncology, Inc.",Healthcare,Biotechnology,"Russell 2000, Russell 3000", 126 ,-45 , -   , 81 ,-101 ,-106 , 72 ,-1320%,NM,-891%,NM,-93%, 1.12 ,-55%,,  , 1.8 
PINE,NYSE:PINE,"Alpine Income Property Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Russell 2000, 104 , 87 , 23 , 214 , 11 , 1 , 151 ,71%,18%,16%,14%,1%, -   ,40%,19.8, 71.0 , 0.7 
RVSB,NASDAQGS:RVSB,"Riverview Bancorp, Inc.",Financials,Thrifts & Mortgage Finance,"Russell 2000, Russell 3000", 115 ,-170 , -   ,-55 , -   , 10 , 149 ,5%,0%,15%,NM,7%, 0.81 ,308%,, 11.4 , 0.8 
OVBC,NASDAQGM:OVBC,Ohio Valley Banc Corp.,Financials,Banks,"Russell 2000, Russell 3000", 113 ,-48 , -   , 66 , -   , 9 , 133 ,3%,0%,20%,NM,7%, 0.22 ,-72%,, 12.5 , 0.9 
KRUS,NASDAQGM:KRUS,"Kura Sushi USA, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Russell 2000, 156 , 55 , -   , 211 ,-15 ,-17 , 46 ,20%,NM,-35%,NM,-32%, -   ,26%,,  , 3.4 
ALSK,NASDAQGS:ALSK,"Alaska Communications Systems Group, Inc.",Communication Services,Diversified Telecommunication Services,Russell 2000, 186 , 222 , 1 , 408 , 66 , 10 , 175 ,26%,0%,2%,0%,6%, 1.43 ,54%,6.2, 19.0 , 1.1 
